customer_id,system_loan_id,loan_number,approved_date,creation_date,loan_amount,total_due,term_days,good_bad_flag,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,age,age_category,interest,employment_risk
8a858e8f5d41c974015d4b7f31865627,302003432,2,2017-07-30,2017-07-30,10000.0,11500.0,15,Bad,Savings,3.5246642,6.6592427,First Bank,Permanent,32,"(18, 38]",1500.0,Low Risk
8a858e9b5a195041015a1a602a51519d,301976439,7,2017-07-13,2017-07-13,25000.0,28750.0,30,Good,Savings,7.1694297,9.2174068,GT Bank,Unknown,43,"(38, 48]",3750.0,Unknown
8a858ea555d9e6020155f489c9b237f8,301973446,3,2017-07-11,2017-07-11,10000.0,13000.0,30,Good,Savings,3.8701435,7.3979258,GT Bank,Permanent,43,"(38, 48]",3000.0,Low Risk
8a858eb05d2d1297015d313b03581809,301999087,2,2017-07-27,2017-07-27,10000.0,13000.0,30,Good,Savings,3.9809867,7.4239296,GT Bank,Permanent,37,"(18, 38]",3000.0,Low Risk
8a858eb85c1be44c015c1c4b667d25ee,301963210,3,2017-07-04,2017-07-04,10000.0,13000.0,30,Good,Savings,3.35763,6.668355,GT Bank,Permanent,38,"(18, 38]",3000.0,Low Risk
8a858ec75bfd77c4015c0d841520351c,301959286,4,2017-07-01,2017-07-01,20000.0,24500.0,30,Good,Savings,6.8004083,6.1594433,Union Bank,Permanent,33,"(18, 38]",4500.0,Low Risk
8a858ed35cc5ce51015cc60f40f522b4,301981535,2,2017-07-17,2017-07-17,10000.0,11500.0,15,Good,Savings,3.2205031,6.5319046,GT Bank,Permanent,41,"(38, 48]",1500.0,Low Risk
8a858edb5ad79cc6015ad7c9b29415c8,301981500,5,2017-07-17,2017-07-17,20000.0,22250.0,15,Good,Savings,3.479829,6.4489694,GT Bank,Permanent,39,"(38, 48]",2250.0,Low Risk
8a858ee55830c4b90158337542ab18a1,301972649,6,2017-07-11,2017-07-11,10000.0,13000.0,30,Bad,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",3000.0,Unknown
8a858eec5ca21dcb015ca2493dee1e2d,301966278,2,2017-07-06,2017-07-06,10000.0,13000.0,30,Good,Savings,3.259777,6.5532982,UBA,Permanent,34,"(18, 38]",3000.0,Low Risk
8a858ef75997d0180159a695b01e2c4c,301989547,5,2017-07-21,2017-07-21,20000.0,24500.0,30,Good,Savings,7.4401471,8.9494179,First Bank,Unknown,49,"(48, 58]",4500.0,Unknown
8a858f03582604ff0158260fcc730548,302001370,10,2017-07-28,2017-07-28,20000.0,24500.0,30,Good,Other,3.4085368,6.4281638,First Bank,Permanent,40,"(38, 48]",4500.0,Low Risk
8a858f085b905684015b906e73a01478,302000465,4,2017-07-28,2017-07-28,20000.0,24500.0,30,Good,Savings,3.2934205,6.6400639,FCMB,Permanent,43,"(38, 48]",4500.0,Low Risk
8a858f1955b1c4df0155cd14c5b478ed,302000569,2,2017-07-28,2017-07-28,10000.0,13000.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",3000.0,Unknown
8a858f2656e154de0156e3a87cdc45fb,301982122,5,2017-07-17,2017-07-17,20000.0,22250.0,15,Good,Other,5.6140915,6.3906691,UBA,Student,32,"(18, 38]",2250.0,High Risk
8a858f2e5c699f3a015c6cf27a036477,301959225,2,2017-07-01,2017-07-01,10000.0,13000.0,30,Good,Savings,3.3594054,6.605609,UBA,Permanent,37,"(18, 38]",3000.0,Low Risk
8a858f335cd0c78e015cd435d7192800,301984674,2,2017-07-18,2017-07-18,10000.0,11500.0,15,Good,Savings,2.957738,6.5342122,GT Bank,Permanent,44,"(38, 48]",1500.0,Low Risk
8a858f3d5add42e2015ae0ca6cb66b83,301998400,8,2017-07-27,2017-07-27,30000.0,34500.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",4500.0,Unknown
8a858f4655ca643c0155cbc4e13945cc,301965090,15,2017-07-05,2017-07-05,40000.0,44000.0,30,Good,Other,12.4805166,9.2099548,GT Bank,Permanent,37,"(18, 38]",4000.0,Low Risk
8a858f4f5511dca201551b73634170b6,301997295,4,2017-07-26,2017-07-26,10000.0,13000.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",3000.0,Unknown
8a858f555cc65d60015cc72de106320c,301974694,2,2017-07-12,2017-07-12,10000.0,13000.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",3000.0,Unknown
8a858f5e599783c0015997c56ef70ffa,302001086,3,2017-07-28,2017-07-28,10000.0,11500.0,15,Good,Savings,3.30555,6.5103567,GT Bank,Unknown,49,"(48, 58]",1500.0,Unknown
8a858f60560bc43d01561d94abd91c48,301991908,4,2017-07-23,2017-07-23,10000.0,11500.0,15,Good,Savings,3.9036073,7.3393735,GT Bank,Permanent,40,"(38, 48]",1500.0,Low Risk
8a858f6e5aa3c922015aa3d9cba10a74,301983676,5,2017-07-18,2017-07-18,20000.0,22250.0,15,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",2250.0,Unknown
8a858f785cea234f015cea434e0a09e6,301974590,2,2017-07-12,2017-07-12,10000.0,13000.0,30,Good,Savings,3.6595105,6.6681408,GT Bank,Permanent,39,"(38, 48]",3000.0,Low Risk
8a858f7e564ad338015654d3a5c242a5,301969110,8,2017-07-08,2017-07-08,30000.0,34500.0,30,Good,Other,8.6713276,9.0830135,GT Bank,Permanent,37,"(18, 38]",4500.0,Low Risk
8a858f9158aff6a30158b5f2ff887585,301985845,9,2017-07-19,2017-07-19,20000.0,22250.0,15,Good,Savings,3.5579715,6.4634231,GT Bank,Permanent,51,"(48, 58]",2250.0,Low Risk
8a858f975c4582c4015c550ee4925686,301998392,3,2017-07-27,2017-07-27,10000.0,13000.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",3000.0,Unknown
8a858f995a4762a5015a4c25b0ea01c3,301981230,6,2017-07-17,2017-07-17,20000.0,24500.0,30,Good,Savings,5.3269784,7.799699,Access Bank,Permanent,63,"(58, 68]",4500.0,Low Risk
8a858fa45bd95e9a015be131cdec35a8,301962952,3,2017-07-04,2017-07-04,10000.0,13000.0,30,Good,Savings,3.5159825,6.7062641,Zenith Bank,Permanent,39,"(38, 48]",3000.0,Low Risk
8a858fae5b49223f015b499e1cf9485b,301982904,4,2017-07-18,2017-07-17,10000.0,13000.0,30,Bad,Savings,3.2643932,6.5667918,GT Bank,Unknown,41,"(38, 48]",3000.0,Unknown
8a858fb15b34a708015b350c4a1a58d2,301994303,4,2017-07-24,2017-07-24,20000.0,24500.0,30,Good,Current,3.9074055,6.8171079,UBA,Permanent,39,"(38, 48]",4500.0,Low Risk
8a858fba5cd5feee015cda4f0fa423b4,301991730,2,2017-07-23,2017-07-23,10000.0,11500.0,15,Good,Savings,3.3229955,6.6538756,Access Bank,Unknown,41,"(38, 48]",1500.0,Unknown
8a858fc55b2fde30015b30c9256b43fd,302001637,5,2017-07-29,2017-07-29,20000.0,24500.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",4500.0,Unknown
8a858fcb5ca240f7015ca64a71fa1951,301960154,2,2017-07-02,2017-07-02,10000.0,13000.0,30,Good,Savings,3.8710285,7.307713,First Bank,Permanent,41,"(38, 48]",3000.0,Low Risk
8a858fd45a4260bc015a42ac9e89278d,301961250,5,2017-07-03,2017-07-03,20000.0,24500.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",4500.0,Unknown
8a858fd95c3b5bca015c3fcc0b374c3e,301968227,2,2017-07-07,2017-07-07,10000.0,13000.0,30,Good,Savings,7.4847391,8.9966162,UBA,Permanent,39,"(38, 48]",3000.0,Low Risk
8a85882953bc04f80153c205b75d7403,301990784,8,2017-07-22,2017-07-22,40000.0,48000.0,60,Good,Savings,3.3427681,6.5094142,GT Bank,Self-Employed,49,"(48, 58]",8000.0,Medium Risk
8a8588dc536a14130153753dc8d32698,301961089,17,2017-07-03,2017-07-03,40000.0,44000.0,30,Good,Other,3.4339027,6.8257862,GT Bank,Unemployed,55,"(48, 58]",4000.0,High Risk
8a8588fd53c244bc0153c8305ea7338f,301966060,4,2017-07-06,2017-07-06,20000.0,22250.0,15,Bad,Savings,-2.9799497,56.464013,Zenith Bank,Student,32,"(18, 38]",2250.0,High Risk
8a85895054a061920154a909b1a76c1d,301973229,12,2017-07-11,2017-07-11,30000.0,34500.0,30,Good,Savings,7.4941013,8.9654194,First Bank,Permanent,55,"(48, 58]",4500.0,Low Risk
8a8589b953bc23f70153c90114817143,301980705,7,2017-07-16,2017-07-16,30000.0,39000.0,60,Bad,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",9000.0,Unknown
8a858e02578f616401579484a4963345,302002801,12,2017-07-29,2017-07-29,30000.0,34500.0,30,Bad,Other,8.3232966,4.9612435,GT Bank,Self-Employed,46,"(38, 48]",4500.0,Medium Risk
8a858e0b5cfa2028015d092b47e27e30,301985334,2,2017-07-19,2017-07-19,10000.0,13000.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",3000.0,Unknown
8a858e1556321b940156548b9ca970a6,301984218,12,2017-07-18,2017-07-18,40000.0,48000.0,60,Good,Savings,3.1696445,6.6879675,Stanbic IBTC,Permanent,37,"(18, 38]",8000.0,Low Risk
8a858e195b90e512015ba0eb4eed5ef5,301964674,5,2017-07-05,2017-07-05,20000.0,24500.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",4500.0,Unknown
8a858e205af28299015af50a799745c5,301994002,7,2017-07-24,2017-07-24,30000.0,39000.0,60,Good,Savings,3.9628733,7.3864283,UBA,Permanent,42,"(38, 48]",9000.0,Low Risk
8a858e2e5bb57a37015bbe1b8d6d3830,301964194,3,2017-07-05,2017-07-05,10000.0,13000.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",3000.0,Unknown
8a858e3559080830015923412dd84294,301972478,10,2017-07-11,2017-07-11,40000.0,44000.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",4000.0,Unknown
8a858e3e5b3ee747015b3f0409012b7f,301963059,5,2017-07-04,2017-07-04,30000.0,39000.0,60,Good,Savings,6.785373,6.1538848,Fidelity Bank,Permanent,40,"(38, 48]",9000.0,Low Risk
8a858e4a5cac6f81015cad78a648389f,301988316,2,2017-07-20,2017-07-20,10000.0,13000.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",3000.0,Unknown
8a858e575bf80f73015bfbc59df93401,301967317,3,2017-07-07,2017-07-07,10000.0,13000.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",3000.0,Unknown
8a858e625c8d993a015c95e7ced318df,301993647,2,2017-07-24,2017-07-24,10000.0,13000.0,30,Good,Savings,3.8485124,7.3684474,Access Bank,Permanent,37,"(18, 38]",3000.0,Low Risk
8a858e655a047d1a015a12bb060936ff,301997062,3,2017-07-26,2017-07-26,10000.0,13000.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",3000.0,Unknown
8a858e6e55c554c20155c6d8e2925c62,301984086,8,2017-07-18,2017-07-18,10000.0,13000.0,30,Good,Savings,3.3562934,6.5295153,GT Bank,Unemployed,37,"(18, 38]",3000.0,High Risk
8a858e785acd3412015acd7bdec42d4f,301965319,6,2017-07-05,2017-07-05,30000.0,34500.0,30,Good,Savings,3.4575733,6.8170067,GT Bank,Permanent,33,"(18, 38]",4500.0,Low Risk
8a858e875c63d395015c74bdfd343206,302001775,2,2017-07-29,2017-07-29,10000.0,13000.0,30,Good,Savings,3.1941288,6.5054402,UBA,Student,29,"(18, 38]",3000.0,High Risk
8a858e8d56adbdae0156b30248fe3104,301975923,4,2017-07-13,2017-07-13,20000.0,24500.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",4500.0,Unknown
8a858e985885ff6d01589211d7c01088,301983843,6,2017-07-18,2017-07-18,20000.0,24500.0,30,Good,Savings,3.3704039,6.5613766,GT Bank,Permanent,47,"(38, 48]",4500.0,Low Risk
8a858ea15ca2565c015ca6ed24977b5e,301976588,2,2017-07-13,2017-07-13,10000.0,13000.0,30,Good,Savings,3.5754168,6.8846432,UBA,Permanent,38,"(18, 38]",3000.0,Low Risk
8a858eaa55a0b8ae0155bab849c616a1,301984604,2,2017-07-18,2017-07-18,10000.0,13000.0,30,Good,Other,6.5298068,9.6558677,Diamond Bank,Permanent,39,"(38, 48]",3000.0,Low Risk
8a858eb4596ff919015974a667560a89,301968410,8,2017-07-07,2017-07-07,30000.0,34500.0,30,Good,Savings,3.0422946,7.0111402,First Bank,Permanent,44,"(38, 48]",4500.0,Low Risk
8a858ec55b441639015b444e78b7361f,301979821,4,2017-07-15,2017-07-15,10000.0,11125.0,15,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",1125.0,Unknown
8a858ece5b0142e3015b0a3a7f183339,302001189,5,2017-07-28,2017-07-28,20000.0,24500.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",4500.0,Unknown
8a858eda552adcc20155307212b55ac2,301982461,11,2017-07-17,2017-07-17,30000.0,34500.0,30,Good,Other,3.3296052,6.6641726,Diamond Bank,Self-Employed,45,"(38, 48]",4500.0,Medium Risk
8a858ee454da1cbd0154e2796fba7142,301978197,12,2017-07-14,2017-07-14,30000.0,34500.0,30,Bad,Other,8.3422141,4.9916379,UBA,Self-Employed,43,"(38, 48]",4500.0,Medium Risk
8a858ee65a8401a1015a8447d2ac1cf2,302003266,6,2017-07-30,2017-07-30,20000.0,24500.0,30,Good,Savings,3.3189105,6.475366,Diamond Bank,Permanent,49,"(48, 58]",4500.0,Low Risk
8a858eef5554890501555868a7475f44,301977148,8,2017-07-14,2017-07-14,15000.0,16687.5,15,Good,Savings,3.0761816,6.5206408,Wema Bank,Permanent,51,"(48, 58]",1687.5,Low Risk
8a858eff55a090650155a13892552a0b,301991683,2,2017-07-23,2017-07-23,10000.0,11500.0,15,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",1500.0,Unknown
8a858f0656b7820c0156c3e3a61c1d33,301971016,15,2017-07-10,2017-07-10,50000.0,52500.0,30,Good,Other,3.4569749,6.4445183,Access Bank,Permanent,44,"(38, 48]",2500.0,Low Risk
8a858f0f5bfd79d2015c0331ce3378fe,301997626,2,2017-07-26,2017-07-26,10000.0,11500.0,15,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",1500.0,Unknown
8a858f1f587161850158742ebbce53d8,301974331,9,2017-07-12,2017-07-12,30000.0,34500.0,30,Good,Savings,7.4031311,9.0338175,GT Bank,Permanent,39,"(38, 48]",4500.0,Low Risk
8a858f275c451af5015c49a2c43b5fb2,301980592,2,2017-07-16,2017-07-16,10000.0,13000.0,30,Good,Savings,3.2987679,6.6817293,Sterling Bank,Permanent,40,"(38, 48]",3000.0,Low Risk
8a858f305cb1ec4e015cb215f0500a8d,301978868,2,2017-07-15,2017-07-15,10000.0,13000.0,30,Good,Savings,7.42814,10.5155267,Access Bank,Permanent,33,"(18, 38]",3000.0,Low Risk
8a858f375cef1cbc015ceff67d505f59,302001119,2,2017-07-28,2017-07-28,10000.0,13000.0,30,Good,Savings,3.5643465,6.4670586,Zenith Bank,Unknown,38,"(18, 38]",3000.0,Unknown
8a858f425b85835d015b85bfe40538db,301966525,2,2017-07-06,2017-07-06,10000.0,13000.0,30,Good,Savings,3.9192159,6.834497,Access Bank,Permanent,41,"(38, 48]",3000.0,Low Risk
8a858f495c5973ce015c59c5f099417c,301994809,3,2017-07-25,2017-07-25,10000.0,13000.0,30,Good,Savings,3.3329005,6.5848311,Skye Bank,Permanent,42,"(38, 48]",3000.0,Low Risk
8a858f54589736f401589857085e3b5b,301981912,9,2017-07-17,2017-07-17,40000.0,44000.0,30,Good,Savings,4.5164514,7.5221913,Access Bank,Student,34,"(18, 38]",4000.0,High Risk
8a858f585bfd6341015c03694f85158f,301974102,4,2017-07-12,2017-07-12,10000.0,11500.0,15,Good,Savings,7.9308565,5.0315413,Access Bank,Permanent,40,"(38, 48]",1500.0,Low Risk
8a858f5e5cf45779015cf47ed8db1872,302002546,2,2017-07-29,2017-07-29,10000.0,13000.0,30,Good,Savings,7.3739783,8.9866,GT Bank,Permanent,35,"(18, 38]",3000.0,Low Risk
8a858f665c45930d015c54a24fdc1f6c,301969912,2,2017-07-09,2017-07-09,10000.0,11500.0,15,Good,Savings,7.5247928,6.4143695,Diamond Bank,Permanent,54,"(48, 58]",1500.0,Low Risk
8a858f6f5b3f095b015b4083532532a0,301990087,2,2017-07-21,2017-07-21,10000.0,13000.0,30,Good,Savings,3.516056,6.6697184,Access Bank,Permanent,34,"(18, 38]",3000.0,Low Risk
8a858f7a5ca22d3c015ca24d01461879,301973351,2,2017-07-11,2017-07-11,10000.0,13000.0,30,Good,Savings,3.2906601,6.5762048,GT Bank,Unemployed,41,"(38, 48]",3000.0,High Risk
8a858f8d5cc56f9a015cc57e769908ac,301989000,2,2017-07-21,2017-07-21,10000.0,13000.0,30,Bad,Savings,6.9935739,4.787991,Access Bank,Permanent,45,"(38, 48]",3000.0,Low Risk
8a858f965bb63a25015bc22b915e62f1,301985658,5,2017-07-19,2017-07-19,20000.0,22250.0,15,Good,Savings,5.74397,5.5321806,UBA,Permanent,30,"(18, 38]",2250.0,Low Risk
8a858f985b80ab2c015b81098b8f2c2e,301983234,4,2017-07-18,2017-07-18,20000.0,24500.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",4500.0,Unknown
8a858fa15c8ceaaa015c8d79c65f4f86,301978213,2,2017-07-14,2017-07-14,10000.0,13000.0,30,Good,Savings,4.4920481,8.4683092,GT Bank,Permanent,48,"(38, 48]",3000.0,Low Risk
8a858fa95b631878015b6401c15973f3,301967211,3,2017-07-06,2017-07-06,10000.0,11500.0,15,Bad,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",1500.0,Unknown
8a858faf56b7821c0156b93cd62a6275,301960745,9,2017-07-03,2017-07-03,40000.0,48000.0,60,Good,Savings,3.2907677,6.5763859,Stanbic IBTC,Permanent,45,"(38, 48]",8000.0,Low Risk
8a858fb45b3eef19015b3fa969390cd3,301989976,4,2017-07-21,2017-07-21,20000.0,22250.0,15,Good,Savings,3.4585124,6.4391929,GT Bank,Permanent,40,"(38, 48]",2250.0,Low Risk
8a858fbd5cd6054a015ce82aa3914088,302003004,2,2017-07-30,2017-07-30,10000.0,13000.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",3000.0,Unknown
8a858fca5c830943015c835e839e33a5,301972727,2,2017-07-11,2017-07-11,10000.0,11500.0,15,Good,Savings,3.8715045,7.4209592,Access Bank,Unknown,40,"(38, 48]",1500.0,Unknown
8a858fcf5591c5cf015597c298cb15d9,301982812,2,2017-07-17,2017-07-17,10000.0,13000.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",3000.0,Unknown
8a858fd55c45ba15015c4f06ea176506,301991520,3,2017-07-23,2017-07-23,10000.0,11500.0,15,Good,Savings,6.975335,4.8818767,Access Bank,Permanent,51,"(48, 58]",1500.0,Low Risk
8a858fdf5bf85f71015bfc1f51f9690a,301978816,2,2017-07-15,2017-07-15,10000.0,13000.0,30,Good,Savings,3.3399935,6.6387534,GT Bank,Permanent,39,"(38, 48]",3000.0,Low Risk
8a858fea5b391cd7015b3936e1ca25c8,301960217,5,2017-07-02,2017-07-02,20000.0,24500.0,30,Good,Savings,7.081465,4.847945,GT Bank,Permanent,40,"(38, 48]",4500.0,Low Risk
8a858ff45be92ea2015be98bc2162c96,301967768,2,2017-07-07,2017-07-07,10000.0,13000.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",3000.0,Unknown
8a858ffb5b350b52015b352574d219d9,301974266,4,2017-07-12,2017-07-12,20000.0,24500.0,30,Good,Savings,3.39221,6.5391844,Diamond Bank,Permanent,39,"(38, 48]",4500.0,Low Risk
8a8589a453bc422d0153c993db2604b6,301980988,11,2017-07-16,2017-07-16,40000.0,44000.0,30,Bad,Savings,8.5754049,12.0086534,Stanbic IBTC,Permanent,39,"(38, 48]",4000.0,Low Risk
8a858e275c7ea5ec015c82482d7c3996,301972172,2,2017-07-10,2017-07-10,10000.0,13000.0,30,Bad,Savings,3.3255983,7.1194033,Sterling Bank,Permanent,40,"(38, 48]",3000.0,Low Risk
8a858e885b68546c015b6cb377c12140,301959359,2,2017-07-01,2017-07-01,10000.0,13000.0,30,Bad,Savings,3.3238605,7.1142931,First Bank,Permanent,39,"(38, 48]",3000.0,Low Risk
8a858ee65be8d42d015bea072bee5936,301974609,4,2017-07-12,2017-07-12,20000.0,24500.0,30,Bad,Savings,3.3768426,6.5578572,Stanbic IBTC,Unknown,38,"(18, 38]",4500.0,Unknown
8a858f3455a0d8070155c5fee7cc0a6d,302000058,2,2017-07-28,2017-07-28,10000.0,13000.0,30,Bad,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",3000.0,Unknown
8a858f7e5c69a6e3015c69b6aba2072e,301965257,2,2017-07-05,2017-07-05,10000.0,11500.0,15,Bad,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",1500.0,Unknown
8a858fd25c5a5bc7015c5b63cb92393a,301991539,2,2017-07-23,2017-07-23,10000.0,13000.0,30,Bad,Savings,5.2191494,7.2108393,Access Bank,Permanent,42,"(38, 48]",3000.0,Low Risk
8a1edbf14734127f0147356fdb1b1eb2,301979352,3,2017-07-15,2017-07-15,10000.0,11500.0,15,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",1500.0,Unknown
8a85884e54a0565b0154ba3fa6c72e7e,301983552,3,2017-07-18,2017-07-18,10000.0,11500.0,15,Good,Other,7.0123508,4.7531198,Sterling Bank,Permanent,48,"(38, 48]",1500.0,Low Risk
8a8588f754a058cb0154b3b507dc1abe,302002166,7,2017-07-29,2017-07-29,30000.0,34500.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",4500.0,Unknown
8a85892e5425ad2001542d2827756546,301966927,5,2017-07-06,2017-07-06,20000.0,24500.0,30,Good,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",4500.0,Unknown
8a8589b953d0be470153d0e6e1490a90,301994120,18,2017-07-24,2017-07-24,50000.0,52500.0,30,Good,Other,3.1260613,6.6778432,GT Bank,Self-Employed,49,"(48, 58]",2500.0,Medium Risk
8a858e0458d4ac3d0158dd57e64e736c,301995112,2,2017-07-25,2017-07-25,10000.0,13000.0,30,Bad,Unknown,3.5842222,6.6256812,Unknown,Unknown,40,"(38, 48]",3000.0,Unknown
8a858e0d59b7438d0159b7e0aa7533cd,302001025,7,2017-07-28,2017-07-28,30000.0,34500.0,30,Good,Savings,3.3813132,6.4939532,Zenith Bank,Permanent,34,"(18, 38]",4500.0,Low Risk
